Query_1	77133_CAACVW010000015.1	26.415	159	90	4	57	215	4704	4309	1.28e-05	58.9
Query_1	77133_CAACVY010000020.1	26.415	159	90	4	57	215	21596	21991	1.36e-05	58.9
Query_1	77133_CAACVZ010000003.1	26.415	159	90	4	57	215	44161	44556	1.37e-05	58.9
Query_1	50741_PBKL01000016.1	22.277	202	126	6	59	254	41340	40810	0.070	47.4
Query_1	50741_PBRG01000109.1	19.615	260	168	7	1	254	3072	3746	0.084	47.0
Query_1	50741_PAYG01000037.1	19.615	260	168	7	1	254	102951	103625	0.085	47.0
Query_1	50741_NYTA01000041.1	22.772	202	125	6	59	254	21593	22123	0.11	46.6
Query_1	5507_WILE01000174.1	29.054	148	91	5	140	273	20034	20477	0.13	46.2
Query_1	77133_CADCPA010000071.1	32.836	67	45	0	162	228	2656	2856	0.37	44.7
Query_1	29443_SLZQ01000010.1	25.749	167	100	5	36	198	50672	51112	0.50	44.7
Query_1	1785_PLBF01000492.1	26.901	171	91	7	161	316	6682	6227	0.56	44.3
Query_1	69392_DMLZ01000384.1	27.778	144	77	5	76	218	13603	13956	0.63	44.3
Query_1	5507_WEUN01009135.1	24.294	177	102	4	129	273	1025	495	0.64	43.9
Query_1	5507_WEXP01001309.1	24.294	177	102	4	129	273	6559	6029	0.68	43.9
Query_1	5507_WEYJ01000399.1	24.294	177	102	4	129	273	9087	9617	0.69	43.9
Query_1	5507_WETJ01003089.1	24.294	177	102	4	129	273	710	1240	0.76	43.9
Query_1	5507_WESU01001676.1	24.294	177	102	4	129	273	9679	10209	0.79	43.9
Query_1	40324_NEQS01000012.1	29.560	159	87	6	61	218	1778806	1778402	0.80	43.9
Query_1	5507_WESN01000265.1	24.294	177	102	4	129	273	9404	8874	0.80	43.9
Query_1	5507_WETI01000244.1	24.294	177	102	4	129	273	23678	23148	0.81	43.9
Query_1	5507_WEVB01000391.1	24.294	177	102	4	129	273	2191	1661	0.81	43.9
Query_1	5507_WIKX01000333.1	24.294	177	102	4	129	273	1680	1150	0.81	43.9
Query_1	40324_DFPO01000082.1	27.778	144	77	5	76	218	4383	4030	0.84	43.9
Query_1	1871054_DMYQ01000223.1	39.286	56	34	0	153	208	16808	16641	0.93	43.5
Query_1	28214_SEGE01002281.1	34.921	63	41	0	158	220	926	1114	0.96	43.1
Query_1	40324_NERD01000002.1	28.230	209	110	11	70	272	1745697	1745173	1.1	43.5
Query_1	40324_CABGCE010001231.1	27.363	201	110	10	76	272	61475	61981	1.1	43.5
Query_1	40324_CABGCE010000668.1	27.363	201	110	10	76	272	61475	61981	1.1	43.5
Query_1	40324_CABGCC010001144.1	27.363	201	110	10	76	272	65400	65906	1.1	43.5
Query_1	40324_CABGCC010000327.1	27.363	201	110	10	76	272	65400	65906	1.1	43.5
Query_1	40324_CP040432.1	27.363	201	110	10	76	272	2594461	2593955	1.1	43.5
Query_1	5507_WGOW01009337.1	29.861	144	74	7	76	218	114	467	1.3	41.2
Query_1	287_CP029660.1	24.823	141	82	3	58	198	5742617	5742967	1.3	43.1
Query_1	216778_QGAK01000001.1	30.556	144	73	7	76	218	1193944	1194297	1.3	40.4
Query_1	216778_QGAK01000001.1	32.143	28	19	0	21	48	1193855	1193938	1.3	21.6
Query_1	216778_CP007597.1	30.556	144	73	7	76	218	2287901	2287548	1.4	40.4
Query_1	216778_CP007597.1	32.143	28	19	0	21	48	2287990	2287907	1.4	21.2
Query_1	40324_CABGGK010000491.1	30.000	150	78	7	70	218	137069	136698	1.5	43.1
Query_1	40324_CABGGK010000053.1	30.000	150	78	7	70	218	137069	136698	1.5	43.1
Query_1	69392_DQIG01000334.1	28.230	209	110	11	70	272	5987	5463	2.1	42.4
Query_1	28214_SEGE01002836.1	35.484	62	40	0	159	220	409	594	2.2	42.0
Query_1	40324_CABGAM010000678.1	28.723	188	96	10	91	272	47398	47865	2.3	42.4
Query_1	40324_CABGAM010000174.1	28.723	188	96	10	91	272	47398	47865	2.3	42.4
Query_1	316_QFQO01000017.1	39.623	53	32	0	166	218	31224	31382	2.3	42.4
Query_1	69392_DOKN01000193.1	28.750	160	89	6	60	218	1657	1250	2.7	42.0
Query_1	1871054_PKWL01000041.1	25.899	139	75	5	71	208	4518	4853	2.7	42.4
Query_1	401470_QJKB01000002.1	27.027	148	76	7	58	201	522324	522683	2.9	42.0
Query_1	40324_CABGAS010000418.1	28.750	160	89	6	60	218	7479	7886	3.1	42.0
Query_1	40324_CABGAS010000162.1	28.750	160	89	6	60	218	7479	7886	3.1	42.0
Query_1	40324_SRYW01000007.1	28.750	160	89	6	60	218	69320	68913	3.1	42.0
Query_1	216778_CP050062.1	28.750	160	89	6	60	218	2120583	2120176	3.2	42.0
Query_1	40324_CABFZK010000692.1	28.230	209	110	11	70	272	28411	28935	3.8	41.6
Query_1	40324_CABFZK010000157.1	28.230	209	110	11	70	272	28411	28935	3.8	41.6
Query_1	40324_CABGCB010000666.1	28.230	209	110	11	70	272	89382	88858	3.8	41.6
Query_1	40324_CABGCB010000047.1	28.230	209	110	11	70	272	89382	88858	3.8	41.6
Query_1	40324_CABFZI010000624.1	28.230	209	110	11	70	272	29275	29799	3.8	41.6
Query_1	40324_CABFZI010000072.1	28.230	209	110	11	70	272	29275	29799	3.8	41.6
Query_1	40324_CABGCA010000890.1	28.230	209	110	11	70	272	130892	130368	3.8	41.6
Query_1	40324_CABGCA010000146.1	28.230	209	110	11	70	272	130892	130368	3.8	41.6
Query_1	40324_CABGBX010000820.1	28.230	209	110	11	70	272	130892	130368	3.8	41.6
Query_1	40324_CABGBX010000232.1	28.230	209	110	11	70	272	130892	130368	3.8	41.6
Query_1	40324_DDAJ01000100.1	29.861	144	74	7	76	218	130807	130454	4.3	41.6
Query_1	354_FPKM01000004.1	23.418	158	88	6	105	254	80767	80369	4.4	41.6
Query_1	40324_CABGBI010000879.1	28.079	203	106	11	76	272	46244	46750	4.6	41.6
Query_1	40324_CABGBI010000124.1	28.079	203	106	11	76	272	46244	46750	4.6	41.6
Query_1	40324_CABGEU010000582.1	27.586	203	107	11	76	272	5580	5074	5.6	41.2
Query_1	40324_CABGEU010000040.1	27.586	203	107	11	76	272	5580	5074	5.6	41.2
Query_1	40324_LXXB01000070.1	27.660	188	98	10	91	272	160	627	5.6	40.0
Query_1	1720_WVRR01000019.1	29.688	64	45	0	156	219	3315	3506	5.6	41.2
Query_1	40324_JUQT01000430.1	27.660	188	98	10	91	272	293	760	5.6	41.2
Query_1	77133_CACYAF010000304.1	35.593	59	38	0	161	219	517	693	5.8	41.2
Query_1	40324_MQZO01000091.1	27.660	188	98	10	91	272	797	330	5.9	41.2
Query_1	216778_QFBN01000005.1	30.556	144	73	7	76	218	229616	229263	5.9	40.4
Query_1	216778_QFBN01000005.1	32.143	28	19	0	21	48	229705	229622	5.9	19.2
Query_1	40324_VLUX01000032.1	27.660	188	98	10	91	272	54613	55080	5.9	41.2
Query_1	77133_CADAGB010000082.1	35.593	59	38	0	161	219	7213	7037	5.9	41.2
Query_1	40324_VLUY01000012.1	27.660	188	98	10	91	272	806	339	5.9	41.2
Query_1	40324_VLUZ01000006.1	27.660	188	98	10	91	272	71591	71124	6.0	41.2
Query_1	40324_JUQS01000389.1	27.660	188	98	10	91	272	7587	8054	6.0	41.2
Query_1	40324_CABGFH010000788.1	27.053	207	115	10	70	272	36927	36403	6.0	41.2
Query_1	40324_CABGFH010000045.1	27.053	207	115	10	70	272	36927	36403	6.0	41.2
Query_1	28214_SEGE01006756.1	25.714	140	81	5	60	197	406	50	6.0	40.4
Query_1	40324_CABGES010000745.1	27.660	188	98	10	91	272	27104	27571	6.1	41.2
Query_1	40324_CABGES010000039.1	27.660	188	98	10	91	272	27104	27571	6.1	41.2
Query_1	40324_CABGFO010001147.1	27.660	188	98	10	91	272	27042	27509	6.1	41.2
Query_1	40324_CABGFO010000377.1	27.660	188	98	10	91	272	27042	27509	6.1	41.2
Query_1	40324_JUQM01000135.1	27.660	188	98	10	91	272	7608	7141	6.1	41.2
Query_1	40324_VLHI01000003.1	27.660	188	98	10	91	272	39201	38734	6.1	41.2
Query_1	40324_DGFR01000041.1	27.660	188	98	10	91	272	87066	87533	6.1	41.2
Query_1	40324_VLGS01000003.1	27.660	188	98	10	91	272	54174	53707	6.1	41.2
